analysis_unit_id,disease_name,disease_master_name,analysis_unit,analysis_unit_label,include_as_analysis_unit,host_query_bucket,vectored_status,generalist_status,transmission_complexity,guild,host_sdm_needed,vector_sdm_needed,host_range_rule,vector_range_rule,range_limiting_layer,transmission_rule_notes,transmission_rule_review_status,modelling_scope_status,modelling_scope_reason
master_81,Alkhurma,Alkhurma,Alkhurma,Alkhurma,yes,shared_species_proxy_review,mixed_or_indirect,restricted,mixed,livestock_amplified_vector_borne,optional,yes,include_livestock_hosts,include_known_vectors_review,mixed,CDC/Pirbright/PHAC: AHFV risk via tick bites and livestock/camel contact; transmission/reservoirs not fully understood.,needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.
master_82,Kyasanur Forest disease,Kyasanur Forest disease,Kyasanur Forest disease,Kyasanur Forest disease,yes,default_clean,mixed_or_indirect,host_group_generalist,complex,tick_borne_pathogen,optional,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,"CDC/CEH: Haemaphysalis ticks spread KFDV; rodents/shrews/monkeys involved, no person-to-person.",reviewed,include,Included in current default modelling scope after transmission-rule review.
master_83,Omsk HF,Omsk HF,Omsk HF,Omsk HF,yes,default_clean,mixed_or_indirect,restricted,mixed,tick_borne_pathogen,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,CDC: OHF via Dermacentor/Ixodes tick bites or contact with infected rodents such as muskrat/water vole.,reviewed,include,Included in current default modelling scope after transmission-rule review.
master_84,Colorado tick fever,Colorado tick fever,Colorado tick fever,Colorado tick fever,yes,default_clean,vectored,restricted,complex,tick_borne_pathogen,optional,yes,include_reservoir_hosts_only,vector_sdm_primary_limiter,vector,"CDC: D. andersoni tick; virus circulates between ticks and small rodents such as squirrels, chipmunks and mice.",reviewed,include,Included in current default modelling scope after transmission-rule review.
master_85,Babesia microti,Babesia microti,Babesia microti,Babesia microti,yes,default_clean,vectored,restricted,complex,tick_borne_pathogen,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,CDC/CDC EID: B. microti transmitted by Ixodes; white-footed mouse is key competent reservoir in North America.,reviewed,include,Included in current default modelling scope after transmission-rule review.
master_86,Ehrlichia chaffeensis,Ehrlichia chaffeensis,Ehrlichia chaffeensis,Ehrlichia chaffeensis,yes,default_clean,vectored,restricted,complex,tick_borne_pathogen,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,CDC EID/PubMed: lone star tick vector; white-tailed deer known reservoir host for E. chaffeensis.,reviewed,include,Included in current default modelling scope after transmission-rule review.
master_87,Rickettsia conorii indica,Rickettsia conorii indica,Rickettsia conorii indica,Rickettsia conorii indica,yes,match_review,vectored,restricted,complex,tick_borne_pathogen,optional,yes,include_reservoir_hosts_only,include_known_vectors_review,host_and_vector,CDC EID/Yellow Book: Indian tick typhus linked to R. conorii indica and brown dog tick; host/vector evidence sparse.,needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.
master_89,Apeu,Apeu,Apeu,Apeu,review,manual_review,vectored,uncertain,uncertain,mosquito_borne_arbovirus,uncertain,uncertain,uncertain_review,uncertain_review,not_model_ready,"Orthobunyavirus reviews: Apeu/group C viruses are mosquito-associated, but competent vectors/reservoir hosts for this unit are poorly resolved.",insufficient_evidence,review_before_modelling,Analysis unit is still marked review; do not use as default modelling scope until resolved.
master_90,Barmah Forest,Barmah Forest,Barmah Forest,Barmah Forest,hold,hold,vectored,host_group_generalist,complex,mosquito_borne_arbovirus,optional,yes,host_sdm_low_value_generalist,include_known_vectors_review,mixed,Australian CDC/Healthdirect: mosquito-borne Barmah Forest virus; animal reservoirs likely marsupials; no direct animal-human spread without mosquitoes.,reviewed,exclude_hold,Duplicate label of master_48 Barmah Forest virus; retain as alias only and exclude from default modelling scope.
master_91,Murray Valley encephalitis,Murray Valley encephalitis,Murray Valley encephalitis,Murray Valley encephalitis,yes,default_clean,vectored,host_group_generalist,complex,mosquito_borne_arbovirus,optional,yes,host_sdm_low_value_generalist,vector_sdm_primary_limiter,vector,Australian CDC: MVEV spread by mosquitoes after feeding on infected waterbirds; no person-to-person transmission.,reviewed,include,Included in current default modelling scope after transmission-rule review.
master_92,Rocio,Rocio,Rocio,Rocio,yes,shared_species_proxy_review,vectored,uncertain,complex,mosquito_borne_arbovirus,uncertain,uncertain,uncertain_review,uncertain_review,not_model_ready,"Rocio reviews: mosquito-borne flavivirus causing Brazilian encephalitis outbreaks, but enzootic hosts/vectors remain insufficiently defined.",insufficient_evidence,review_before_modelling,Transmission rule pass marked insufficient_evidence; not model-ready by default.
master_93,Everglades,Everglades,Everglades,Everglades,yes,default_clean,vectored,restricted,complex,mosquito_borne_arbovirus,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,"EVEV review/Frontiers: Culex cedecei confirmed vector; sylvatic rodent cycle in Florida Everglades, underrecognised disease.",needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.
master_95,Baylisascaris procyonis,Baylisascaris procyonis,Baylisascaris procyonis,Baylisascaris procyonis,yes,default_clean,mixed_or_indirect,specialist,simple,environmental_faecal_or_soil,yes,no,include_reservoir_hosts_only,no_vector,mixed,CDC: raccoon roundworm eggs pass in raccoon faeces and become infective in soil/objects; raccoon SDM plus environmental exposure.,reviewed,include,Included in current default modelling scope after transmission-rule review.
master_96,Leishmania aethiopica,Leishmania aethiopica,Leishmania aethiopica,Leishmania aethiopica,yes,default_clean,vectored,restricted,complex,sandfly_borne_parasite,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,Ethiopia studies/reviews: L. aethiopica transmitted by Phlebotomus longipes/pedifer; rock/bush hyrax reservoirs.,reviewed,include,Included in current default modelling scope after transmission-rule review.
master_97,Borrelia hermsii,Borrelia hermsii,Borrelia hermsii,Borrelia hermsii,yes,default_clean,vectored,restricted,complex,tick_borne_pathogen,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,CDC/EID: soft tick relapsing fever; B. hermsii is rodent-associated and transmitted by Ornithodoros hermsi.,reviewed,include,Included in current default modelling scope after transmission-rule review.
master_98,Menangle,Menangle,Menangle,Menangle,yes,default_clean,non_vectored,restricted,mixed,bat_reservoir_spillover,yes,no,include_reservoir_and_amplifying_hosts,no_vector,mixed,"JGV/CFSPH/SHIC: pteropid bats source; pigs infected from bat excreta then pig-to-pig, rare human infections after pig exposure.",needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.
who_18,Influenza (H7N9 avian influenza),,Alphainfluenzavirus influenzae (H7N9),Influenza A (H7N9),yes_existing_who,who_only_needs_master_match,non_vectored,host_group_generalist,mixed,avian_reservoir_non_vectored,yes,no,include_livestock_hosts,no_vector,livestock_host,WHO/ECDC: human H7N9 cases linked mainly to live poultry/contaminated market environments; sustained human transmission not reported.,reviewed,include,Included in current default modelling scope after transmission-rule review.
who_37,Sudan virus disease (Ebola virus disease),,Orthoebolavirus sudanense,Sudan ebolavirus,yes_existing_who,who_only_needs_master_match,non_vectored,restricted,complex,bat_reservoir_spillover,optional,no,include_reservoir_hosts_only,no_vector,mixed,WHO/GOV.UK/Sabin: Sudan ebolavirus transmitted from infected animals including fruit bats and by human bodily fluids; reservoir evidence limited.,needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.
who_8,Hemorrhagic fever with renal syndrome (Hantaan virus),,Orthohantavirus hantanense,Hantaan orthohantavirus,yes_existing_who,who_only_needs_master_match,non_vectored,specialist,simple,rodent_reservoir_direct_or_environmental,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,CDC/PMC: Hantaan virus/HFRS linked primarily to striped field mouse Apodemus agrarius; exposure to rodent excreta.,reviewed,include,Included in current default modelling scope after transmission-rule review.
who_30,Reovirus infection (usually mild),,Orthoreovirus mammalis,Mammalian orthoreovirus,review,who_only_needs_master_match,non_vectored,generalist,uncertain,direct_or_faecal_respiratory,no,no,host_sdm_low_value_generalist,no_vector,not_model_ready,CDC EID/reviews: MRVs infect broad mammalian hosts with enteric/respiratory associations; zoonotic range-defining host layer unclear.,insufficient_evidence,review_before_modelling,Analysis unit is still marked review; do not use as default modelling scope until resolved.
who_27,Non-typhoidal salmonellosis,,Salmonella enterica non typhoidal serovars,Salmonella enterica non typhoidal serovars,review,who_only_needs_master_match,mixed_or_indirect,generalist,mixed,food_waterborne,optional,no,host_sdm_low_value_generalist,no_vector,human_exposure,"WHO/CDC: NTS widespread in domestic/wild animals; human disease mainly foodborne or animal-contact, so host SDMs are low-value context layers.",reviewed,review_before_modelling,Analysis unit is still marked review; do not use as default modelling scope until resolved.
