analysis_unit_id,readiness_disease_name,source_disease_name,disease_master_name,analysis_unit,analysis_unit_label,row_type,family,priority_prototype_status,master_tier,master_guild,master_livestock_amplified,master_key_host_vector,include_as_analysis_unit,modelling_scope_status,modelling_scope_reason,vectored_status,generalist_status,transmission_complexity,guild,host_sdm_needed,vector_sdm_needed,host_range_rule,vector_range_rule,range_limiting_layer,transmission_rule_review_status,transmission_rule_notes,host_candidate_rows,roster_host_rows,roster_vector_rows,host_role_evidence_rows,host_role_assignment_rows,direct_disease_vector_rows,direct_vector_confirmed_rows,direct_vector_probable_rows,direct_vector_candidate_rows,direct_vector_competence_joined_rows,direct_vector_transmission_yes_rows,direct_vector_natural_infection_yes_rows,roster_vectors_with_host_vector_evidence,roster_vectors_with_human_biting,genbank_country_rows,genbank_distinct_countries_or_territories,genbank_records_with_country,who_don_focal_country_rows,who_don_distinct_countries,who_don_distinct_records,has_substantive_host_role_evidence,has_substantive_vector_role_evidence,role_assignment_status,host_sdm_species_available,vector_sdm_species_available,host_sdm_projection_species_available,vector_sdm_projection_species_available,host_sdm_comparison_species_available,vector_sdm_comparison_species_available,has_direct_vector_evidence,direct_vector_evidence_status,country_evidence_status,sdm_availability_status,readiness_blocker,recommended_next_action,evidence_join_status,evidence_qa_join_status,evidence_qa_match_field,evidence_qa_matched_disease_name,direct_vector_join_status,direct_vector_match_field,direct_vector_matched_disease_name,genbank_join_status,genbank_match_field,genbank_matched_disease_name,who_don_join_status,who_don_match_field,who_don_matched_disease_name,sdm_join_status,sdm_match_field,sdm_matched_disease_name,pheic_risk,source_pathogen,source_previous_name,source_msl39_viral_name,is_priority_pathogen,is_prototype_pathogen,in_gibb_etal,in_empres_i,region_africa,region_americas,region_europe,region_mediterranean,region_se_asia,region_western_pacific,source_unit_scope,analysis_unit_rank,analysis_decision,decision_rule_trigger,transmission_context,human_infection_status,host_link_status,vector_data_status,amplifier_data_status,example_members,rationale,notes,master_row,preferred_match_source,matched_pathogen_names,matched_taxids,match_review_flag,shared_species_proxy_flag,match_review_notes,host_query_bucket,in_master_who,roster_taxonomy_caution_rows,host_role_evidence_substantive_rows,vector_role_evidence_rows,vector_role_evidence_substantive_rows,host_role_substantive_assignment_rows,vector_role_assignment_rows,vector_role_substantive_assignment_rows,direct_vector_species_or_taxa,direct_vector_competent_rows,direct_vector_mixed_competence_rows,direct_vector_not_competent_rows,direct_vector_unclear_competence_rows,direct_vector_taxonomy_review_needed_rows,who_don_high_confidence_rows,who_don_manual_review_rows,has_genbank_country_evidence,has_who_don_focal_evidence,has_any_role_evidence_or_assignment,pathogen_species_name,pathogen_species_name_source,pathogen_taxid,pathogen_taxid_source
master_28,Hepatitis E,Hepatitis E,Hepatitis E (zoonotic),Paslahepevirus balayani genotype 3,Hepatitis E virus,source_row,Hepeviridae,prototype,3,A,TRUE,"Wild boar, deer",yes_existing_who,include,Included in current default modelling scope after transmission-rule review.,non_vectored,restricted,mixed,food_waterborne,optional,no,include_livestock_hosts,no_vector,human_exposure,reviewed,"BfR/reviews: zoonotic HEV-3 in pigs/wild boar, with food/contact exposure dominant; no vector layer and host SDM is contextual.",0,49,0,0,0,0,0,0,0,0,0,0,0,0,62,62,11877,6,4,4,FALSE,FALSE,no_role_evidence_or_assignment,42,0,0,0,0,0,FALSE,not_expected_non_vectored,who_don_and_genbank,required_sdms_available,missing_role_evidence,curate_role_evidence,matched_primary_name,matched_primary_name,source_disease_name,Hepatitis E,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Hepatitis E,matched_primary_name,source_disease_name,Hepatitis E,matched_primary_name,source_disease_name,Hepatitis E,Low,Paslahepevirus balayani genotype 3,Hepatitis E virus,Paslahepevirus balayani,FALSE,TRUE,FALSE,FALSE,prototype,prototype,prototype,prototype,prototype,prototype,specific_unit,species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,Low priority. Pig amplification,28,,,,FALSE,FALSE,,unmatched,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRUE,TRUE,FALSE,Paslahepevirus balayani,source_msl39_viral_name,1678143,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name; virion_taxid:Virion_VirusName
master_30,Lyme disease,Lyme disease,Lyme disease,Lyme disease,Lyme disease,,Borrelia,,1,E,FALSE,Ixodes ticks; rodent/deer,hold,exclude_hold,include_as_analysis_unit is hold; retain rule context but exclude from default modelling scope.,vectored,host_group_generalist,complex,tick_borne_pathogen,optional,yes,host_sdm_low_value_generalist,vector_sdm_primary_limiter,vector,needs_review,CDC Lyme: Ixodes ticks are primary range layer; aggregate Borrelia/region unit is filled for context only because include_as_analysis_unit=hold.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,no_country_evidence,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,unmatched_no_evidence,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Highest n. High filling,30,,,,FALSE,FALSE,,hold,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,,unresolved_or_aggregate,,unresolved
master_31,Japanese encephalitis,Japanese encephalitis,Japanese encephalitis,Japanese encephalitis,Japanese encephalitis,,Flaviviridae,,1,E,TRUE,Culex tritaeniorhynchus; pigs; wading birds,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,host_group_generalist,complex,mosquito_borne_arbovirus,yes,yes,include_primary_amplifying_host_group,include_competent_vectors,host_and_vector,reviewed,WHO/CDC: Culex mosquitoes; enzootic cycle with pigs and/or wading birds; humans dead-end.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,3342,1,1,1,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,who_don_and_genbank,missing_required_host_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,Japanese encephalitis,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Japanese encephalitis,matched_primary_name,source_disease_name,Japanese encephalitis,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Pig amplification essential. Vaccination flag.,31,virion,orthoflavivirus japonicum,11072; 3048158,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,TRUE,FALSE,Orthoflavivirus japonicum,matched_pathogen_names,11072; 3048158,matched_taxids:virion
master_32,Chagas (acute),Chagas (acute),Chagas (acute),Chagas (acute),Chagas (acute),,Trypanosoma,,1,E,FALSE,Triatomine bugs,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,host_group_generalist,mixed,triatomine_borne_parasite,optional,yes,host_sdm_low_value_generalist,include_competent_vectors,host_and_vector,reviewed,"WHO/CDC Chagas: triatomine vector cycle is primary; oral/congenital/transfusion routes are secondary exposure routes, with many mammal reservoirs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,no_country_evidence,missing_required_vector_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,unmatched_no_evidence,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,"GBIF adds ~2,500 T. cruzi records",32,clover,trypanosoma cruzi,5693,FALSE,FALSE,,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,Trypanosoma cruzi,matched_pathogen_names,5693,matched_taxids:clover
master_33,Melioidosis,Melioidosis,Melioidosis,Melioidosis,Melioidosis,,Burkholderia,,1,env,FALSE,Environmental (B. pseudomallei),yes,include,Included in current default modelling scope after transmission-rule review.,non_vectored,generalist,complex,environmental_spore_or_soil,no,no,no_host_sdm_for_now,no_vector,environment,reviewed,"CDC melioidosis: infection from contaminated soil/water or aerosols; environmental suitability, not host or vector SDM, is the range layer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,not_expected_non_vectored,no_country_evidence,sdm_not_required_or_not_model_ready,missing_role_evidence,curate_role_evidence,unmatched_no_evidence,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,env,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,No animal reservoir,33,clover,burkholderia pseudomallei,28450,FALSE,FALSE,,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,Burkholderia pseudomallei,matched_pathogen_names,28450,matched_taxids:clover
master_34,Brazilian spotted fever,Brazilian spotted fever,Brazilian spotted fever,Brazilian spotted fever,Brazilian spotted fever,,Rickettsia,,1,E,FALSE,Amblyomma ticks,yes,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,vectored,host_group_generalist,complex,tick_borne_pathogen,optional,yes,include_primary_amplifying_host_group,include_competent_vectors,host_and_vector,needs_review,CDC EID/Brazilian reviews: R. rickettsii tick-borne; Amblyomma vectors with local amplifying hosts such as capybaras/dogs vary by focus.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,883,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,matched_primary_name,matched_primary_name,source_disease_name,Brazilian spotted fever,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Brazilian spotted fever,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,34,clover,rickettsia rickettsii,783,FALSE,FALSE,,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Rickettsia rickettsii,matched_pathogen_names,783,matched_taxids:clover
master_35,La Crosse encephalitis,La Crosse encephalitis,La Crosse encephalitis,La Crosse encephalitis,La Crosse encephalitis,,Peribunyaviridae,,1,E,FALSE,Aedes treehole mosquitoes,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,restricted,complex,mosquito_borne_arbovirus,optional,yes,include_reservoir_hosts_only,vector_sdm_primary_limiter,vector,reviewed,CDC: Ae. triseriatus treehole mosquito cycle with chipmunks/squirrels; humans dead-end.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,324,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,missing_required_vector_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,La Crosse encephalitis,unmatched_no_evidence,,,matched_primary_name,source_disease_name,La Crosse encephalitis,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,35,virion,orthobunyavirus lacrosseense,3052409,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Orthobunyavirus lacrosseense,matched_pathogen_names,3052409,matched_taxids:virion
master_36,Powassan,Powassan,Powassan,Powassan,Powassan,,Flaviviridae,,1,E,FALSE,Ixodes ticks,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,restricted,complex,tick_borne_pathogen,optional,yes,include_reservoir_hosts_only,vector_sdm_primary_limiter,vector,reviewed,"CDC: Ixodes ticks transmit Powassan; groundhogs, squirrels, mice and other rodents infect ticks; humans dead-end.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,579,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,missing_required_vector_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,Powassan,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Powassan,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,36,virion,orthoflavivirus powassanense,11083; 3048287,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Orthoflavivirus powassanense,matched_pathogen_names,11083; 3048287,matched_taxids:virion
master_37,EEE,EEE,EEE,EEE,EEE,,Togaviridae,,1,E,TRUE,Mosquitoes; wild birds,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,host_group_generalist,complex,mosquito_borne_arbovirus,optional,yes,host_sdm_low_value_generalist,vector_sdm_primary_limiter,vector,reviewed,"CDC: EEEV cycles between mosquitoes and birds; bridge vectors infect humans/horses, which are dead-end.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,939,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,missing_required_vector_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,EEE,unmatched_no_evidence,,,matched_primary_name,source_disease_name,EEE,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Equine amplification,37,virion,eastern equine encephalitis virus,11021,FALSE,FALSE,,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Eastern equine encephalitis virus,matched_pathogen_names,11021,matched_taxids:virion
master_38,WEE,WEE,WEE,WEE,WEE,,Togaviridae,,1,E,TRUE,Mosquitoes; wild birds,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,host_group_generalist,complex,mosquito_borne_arbovirus,optional,yes,host_sdm_low_value_generalist,include_competent_vectors,vector,reviewed,"CDC/APHIS: WEEV maintained in mosquito-bird cycle, Culex tarsalis important; humans/horses dead-end.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,144,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,missing_required_vector_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,WEE,unmatched_no_evidence,,,matched_primary_name,source_disease_name,WEE,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Equine amplification,38,virion,western equine encephalitis virus,11039,FALSE,FALSE,,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Western equine encephalitis virus,matched_pathogen_names,11039,matched_taxids:virion
master_39,Jamestown Canyon,Jamestown Canyon,Jamestown Canyon,Jamestown Canyon,Jamestown Canyon,,Peribunyaviridae,,1,E,FALSE,Mosquitoes; deer,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,host_group_generalist,complex,mosquito_borne_arbovirus,optional,yes,include_primary_amplifying_host_group,include_competent_vectors,host_and_vector,reviewed,CDC: maintained by several mosquitoes and deer/other ungulates; humans dead-end.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,434,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,missing_required_vector_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,Jamestown Canyon,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Jamestown Canyon,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,39,virion,orthobunyavirus jamestownense,3052402,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Orthobunyavirus jamestownense,matched_pathogen_names,3052402,matched_taxids:virion
master_40,St. Louis encephalitis,St. Louis encephalitis,St. Louis encephalitis,St. Louis encephalitis,St. Louis encephalitis,,Flaviviridae,,1,E,FALSE,Culex; wild birds,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,host_group_generalist,complex,mosquito_borne_arbovirus,optional,yes,host_sdm_low_value_generalist,vector_sdm_primary_limiter,vector,reviewed,CDC: SLEV maintained between Culex mosquitoes and birds; humans dead-end.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,418,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,missing_required_vector_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,St. Louis encephalitis,unmatched_no_evidence,,,matched_primary_name,source_disease_name,St. Louis encephalitis,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,40,virion,orthoflavivirus louisense,11080; 3052468,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Orthoflavivirus louisense,matched_pathogen_names,11080; 3052468,matched_taxids:virion
master_41,Mayaro,Mayaro,Mayaro,Mayaro,Mayaro,,Togaviridae,,1,E,FALSE,Haemagogus mosquitoes; NHP,yes,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,vectored,restricted,complex,mosquito_borne_arbovirus,optional,yes,include_reservoir_hosts_only,include_known_vectors_review,host_and_vector,needs_review,CDC/WHO/EID: sylvatic Haemagogus mosquitoes and non-human primates; Aedes competence raises urban-emergence review need.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,182,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,matched_primary_name,matched_primary_name,source_disease_name,Mayaro,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Mayaro,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,41,virion,alphavirus mayaro,3426306; 59301,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Alphavirus mayaro,matched_pathogen_names,3426306; 59301,matched_taxids:virion
master_42,Zoonotic malaria (P. knowlesi),Zoonotic malaria (P. knowlesi),Zoonotic malaria (P. knowlesi),Zoonotic malaria (P. knowlesi),Zoonotic malaria (P. knowlesi),,Plasmodium,,1,E,FALSE,Anopheles; macaque reservoir,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,restricted,complex,mosquito_borne_parasite,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,reviewed,CDC/reviews: P. knowlesi is zoonotic malaria of macaques transmitted by Anopheles leucosphyrus group mosquitoes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,2344,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,missing_required_host_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,Zoonotic malaria (P. knowlesi),unmatched_no_evidence,,,matched_primary_name,source_disease_name,Zoonotic malaria (P. knowlesi),unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,42,clover,plasmodium knowlesi,5850,FALSE,FALSE,,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Plasmodium knowlesi,matched_pathogen_names,5850,matched_taxids:clover
master_43,Anthrax,Anthrax,Anthrax,Anthrax,Anthrax,,Bacillus,,1,B/env,TRUE,Soil spores; wildlife cycle,yes,include,Included in current default modelling scope after transmission-rule review.,non_vectored,generalist,complex,environmental_spore_or_soil,optional,no,include_livestock_hosts,no_vector,environment,reviewed,"CDC/WHO/WOAH anthrax: B. anthracis spores persist in soil; grazing herbivores expose humans, but environment is primary limiter.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,39701,15,4,15,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,not_expected_non_vectored,who_don_and_genbank,optional_sdms_missing,missing_role_evidence,curate_role_evidence,matched_primary_name,matched_primary_name,source_disease_name,Anthrax,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Anthrax,matched_primary_name,source_disease_name,Anthrax,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B/env,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Livestock amplify outbreaks,43,clover,bacillus anthracis,1392,FALSE,FALSE,,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,TRUE,TRUE,FALSE,Bacillus anthracis,matched_pathogen_names,1392,matched_taxids:clover
master_45,O'nyong-nyong,O'nyong-nyong,O'nyong-nyong,O'nyong-nyong,O'nyong-nyong,,Togaviridae,,2,E,FALSE,Anopheles funestus/gambiae,yes,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,vectored,restricted,simple,mosquito_borne_arbovirus,no,yes,human_cases_not_range_defining,include_competent_vectors,vector,needs_review,Rezza review/CDC EID: ONNV primarily transmitted by Anopheles gambiae/funestus; non-human reservoir not well defined.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,matched_primary_name,matched_primary_name,source_disease_name,O'nyong-nyong,unmatched_no_evidence,,,matched_primary_name,source_disease_name,O'nyong-nyong,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Only alphavirus using malaria vectors. Pezzi et al. 2019,45,virion,onyong-nyong virus,2169701,FALSE,FALSE,Local VIRION spelling omits the apostrophe.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Onyong-nyong virus,matched_pathogen_names,2169701,matched_taxids:virion
master_46,Scrub typhus,Scrub typhus,Scrub typhus,Scrub typhus,Scrub typhus,,Orientia,,1?,E,FALSE,Leptotrombidium mites (chiggers),yes,include,Included in current default modelling scope after transmission-rule review.,vectored,host_group_generalist,complex,mite_borne_pathogen,optional,yes,host_sdm_low_value_generalist,include_competent_vectors,vector,reviewed,"CDC/EID: Orientia transmitted by larval trombiculid mites; rodents/shrews maintain mites, humans accidental.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,7706,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,missing_required_vector_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,Scrub typhus,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Scrub typhus,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,VectorMap data. ~1M cases/yr. Unique vector type,46,clover,orientia tsutsugamushi,784,FALSE,FALSE,,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Orientia tsutsugamushi,matched_pathogen_names,784,matched_taxids:clover
