row_type,family,pheic_risk,source_pathogen,source_previous_name,source_msl39_viral_name,source_disease_name,is_priority_pathogen,is_prototype_pathogen,in_gibb_etal,in_empres_i,priority_prototype_status,region_africa,region_americas,region_europe,region_mediterranean,region_se_asia,region_western_pacific,source_unit_scope,analysis_unit,analysis_unit_label,analysis_unit_rank,analysis_decision,decision_rule_trigger,transmission_context,human_infection_status,host_link_status,vector_data_status,amplifier_data_status,example_members,rationale,notes,vectored_status,generalist_status,transmission_complexity,guild,host_sdm_needed,vector_sdm_needed,host_range_rule,vector_range_rule,range_limiting_layer,transmission_rule_notes,transmission_rule_review_status,modelling_scope_status,modelling_scope_reason,analysis_unit_id,master_row,disease_master_name,master_tier,master_guild,master_livestock_amplified,master_key_host_vector,include_as_analysis_unit,preferred_match_source,matched_pathogen_names,matched_taxids,match_review_flag,shared_species_proxy_flag,match_review_notes,host_query_bucket
,Rickettsia,,,,,Brazilian spotted fever,,,,,,,,,,,,disease_level_review,Brazilian spotted fever,Brazilian spotted fever,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,vectored,host_group_generalist,complex,tick_borne_pathogen,optional,yes,include_primary_amplifying_host_group,include_competent_vectors,host_and_vector,CDC EID/Brazilian reviews: R. rickettsii tick-borne; Amblyomma vectors with local amplifying hosts such as capybaras/dogs vary by focus.,needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,master_34,34,Brazilian spotted fever,1,E,FALSE,Amblyomma ticks,yes,clover,rickettsia rickettsii,783,FALSE,FALSE,,default_clean
,Peribunyaviridae,,,,,La Crosse encephalitis,,,,,,,,,,,,disease_level_review,La Crosse encephalitis,La Crosse encephalitis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,vectored,restricted,complex,mosquito_borne_arbovirus,optional,yes,include_reservoir_hosts_only,vector_sdm_primary_limiter,vector,CDC: Ae. triseriatus treehole mosquito cycle with chipmunks/squirrels; humans dead-end.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_35,35,La Crosse encephalitis,1,E,FALSE,Aedes treehole mosquitoes,yes,virion,orthobunyavirus lacrosseense,3052409,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Flaviviridae,,,,,Powassan,,,,,,,,,,,,disease_level_review,Powassan,Powassan,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,vectored,restricted,complex,tick_borne_pathogen,optional,yes,include_reservoir_hosts_only,vector_sdm_primary_limiter,vector,"CDC: Ixodes ticks transmit Powassan; groundhogs, squirrels, mice and other rodents infect ticks; humans dead-end.",reviewed,include,Included in current default modelling scope after transmission-rule review.,master_36,36,Powassan,1,E,FALSE,Ixodes ticks,yes,virion,orthoflavivirus powassanense,11083; 3048287,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Togaviridae,,,,,EEE,,,,,,,,,,,,disease_level_review,EEE,EEE,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Equine amplification,vectored,host_group_generalist,complex,mosquito_borne_arbovirus,optional,yes,host_sdm_low_value_generalist,vector_sdm_primary_limiter,vector,"CDC: EEEV cycles between mosquitoes and birds; bridge vectors infect humans/horses, which are dead-end.",reviewed,include,Included in current default modelling scope after transmission-rule review.,master_37,37,EEE,1,E,TRUE,Mosquitoes; wild birds,yes,virion,eastern equine encephalitis virus,11021,FALSE,FALSE,,default_clean
,Togaviridae,,,,,WEE,,,,,,,,,,,,disease_level_review,WEE,WEE,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Equine amplification,vectored,host_group_generalist,complex,mosquito_borne_arbovirus,optional,yes,host_sdm_low_value_generalist,include_competent_vectors,vector,"CDC/APHIS: WEEV maintained in mosquito-bird cycle, Culex tarsalis important; humans/horses dead-end.",reviewed,include,Included in current default modelling scope after transmission-rule review.,master_38,38,WEE,1,E,TRUE,Mosquitoes; wild birds,yes,virion,western equine encephalitis virus,11039,FALSE,FALSE,,default_clean
,Peribunyaviridae,,,,,Jamestown Canyon,,,,,,,,,,,,disease_level_review,Jamestown Canyon,Jamestown Canyon,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,vectored,host_group_generalist,complex,mosquito_borne_arbovirus,optional,yes,include_primary_amplifying_host_group,include_competent_vectors,host_and_vector,CDC: maintained by several mosquitoes and deer/other ungulates; humans dead-end.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_39,39,Jamestown Canyon,1,E,FALSE,Mosquitoes; deer,yes,virion,orthobunyavirus jamestownense,3052402,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Flaviviridae,,,,,St. Louis encephalitis,,,,,,,,,,,,disease_level_review,St. Louis encephalitis,St. Louis encephalitis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,vectored,host_group_generalist,complex,mosquito_borne_arbovirus,optional,yes,host_sdm_low_value_generalist,vector_sdm_primary_limiter,vector,CDC: SLEV maintained between Culex mosquitoes and birds; humans dead-end.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_40,40,St. Louis encephalitis,1,E,FALSE,Culex; wild birds,yes,virion,orthoflavivirus louisense,11080; 3052468,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Togaviridae,,,,,Mayaro,,,,,,,,,,,,disease_level_review,Mayaro,Mayaro,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,vectored,restricted,complex,mosquito_borne_arbovirus,optional,yes,include_reservoir_hosts_only,include_known_vectors_review,host_and_vector,CDC/WHO/EID: sylvatic Haemagogus mosquitoes and non-human primates; Aedes competence raises urban-emergence review need.,needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,master_41,41,Mayaro,1,E,FALSE,Haemagogus mosquitoes; NHP,yes,virion,alphavirus mayaro,3426306; 59301,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Plasmodium,,,,,Zoonotic malaria (P. knowlesi),,,,,,,,,,,,disease_level_review,Zoonotic malaria (P. knowlesi),Zoonotic malaria (P. knowlesi),disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,vectored,restricted,complex,mosquito_borne_parasite,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,CDC/reviews: P. knowlesi is zoonotic malaria of macaques transmitted by Anopheles leucosphyrus group mosquitoes.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_42,42,Zoonotic malaria (P. knowlesi),1,E,FALSE,Anopheles; macaque reservoir,yes,clover,plasmodium knowlesi,5850,FALSE,FALSE,,default_clean
,Bacillus,,,,,Anthrax,,,,,,,,,,,,disease_level_review,Anthrax,Anthrax,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B/env,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Livestock amplify outbreaks,non_vectored,generalist,complex,environmental_spore_or_soil,optional,no,include_livestock_hosts,no_vector,environment,"CDC/WHO/WOAH anthrax: B. anthracis spores persist in soil; grazing herbivores expose humans, but environment is primary limiter.",reviewed,include,Included in current default modelling scope after transmission-rule review.,master_43,43,Anthrax,1,B/env,TRUE,Soil spores; wildlife cycle,yes,clover,bacillus anthracis,1392,FALSE,FALSE,,default_clean
,Togaviridae,,,,,O'nyong-nyong,,,,,,,,,,,,disease_level_review,O'nyong-nyong,O'nyong-nyong,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Only alphavirus using malaria vectors. Pezzi et al. 2019,vectored,restricted,simple,mosquito_borne_arbovirus,no,yes,human_cases_not_range_defining,include_competent_vectors,vector,Rezza review/CDC EID: ONNV primarily transmitted by Anopheles gambiae/funestus; non-human reservoir not well defined.,needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,master_45,45,O'nyong-nyong,2,E,FALSE,Anopheles funestus/gambiae,yes,virion,onyong-nyong virus,2169701,FALSE,FALSE,Local VIRION spelling omits the apostrophe.,default_clean
,Orientia,,,,,Scrub typhus,,,,,,,,,,,,disease_level_review,Scrub typhus,Scrub typhus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,VectorMap data. ~1M cases/yr. Unique vector type,vectored,host_group_generalist,complex,mite_borne_pathogen,optional,yes,host_sdm_low_value_generalist,include_competent_vectors,vector,"CDC/EID: Orientia transmitted by larval trombiculid mites; rodents/shrews maintain mites, humans accidental.",reviewed,include,Included in current default modelling scope after transmission-rule review.,master_46,46,Scrub typhus,1?,E,FALSE,Leptotrombidium mites (chiggers),yes,clover,orientia tsutsugamushi,784,FALSE,FALSE,,default_clean
,Togaviridae,,,,,Ross River virus,,,,,,,,,,,,disease_level_review,Ross River virus,Ross River virus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Australian. ~5000 cases/yr,vectored,generalist,complex,mosquito_borne_arbovirus,optional,yes,host_sdm_low_value_generalist,include_known_vectors_review,mixed,CDC/EID: mosquito-borne RRV with many vector species and many wild/domestic amplifying hosts; broad host SDMs low value.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_47,47,Ross River virus,2,E,FALSE,Aedes/Culex; macropod reservoir,yes,virion,alphavirus rossriver,11029; 3426314,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Togaviridae,,,,,Barmah Forest virus,,,,,,,,,,,,disease_level_review,Barmah Forest virus,Barmah Forest virus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Australian companion to Ross River,vectored,host_group_generalist,complex,mosquito_borne_arbovirus,optional,yes,host_sdm_low_value_generalist,include_known_vectors_review,mixed,Australian CDC/Queensland Health: mosquito-borne; marsupials and possibly humans can infect mosquitoes; no direct person-animal spread.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_48,48,Barmah Forest virus,2,E,FALSE,Aedes/Culex,yes,virion,alphavirus barmah,11020; 3426294,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Bartonella,,,,,Bartonellosis,,,,,,,,,,,,disease_level_review,Bartonellosis,Bartonellosis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Peru/Ecuador/Colombia,mixed_or_indirect,host_group_generalist,mixed,arthropod_borne_bacterial_aggregate,uncertain,uncertain,uncertain_review,include_known_vectors_review,not_model_ready,"CDC/GOV.UK Bartonella: fleas, body lice, sand flies or flea-infested animals; aggregate row needs Bartonella species/vector split before SDMs.",needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,master_49,49,Bartonellosis,2,E,FALSE,Lutzomyia sand flies,yes,clover,bartonella bacilliformis,774,FALSE,FALSE,,default_clean
,Rickettsia,,,,,Murine typhus,,,,,,,,,,,,disease_level_review,Murine typhus,Murine typhus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Flea-vectored. Cosmopolitan Rattus host,vectored,restricted,complex,flea_borne_rodent_pathogen,yes,optional,include_reservoir_hosts_only,include_known_vectors_review,host_and_vector,"CDC murine typhus: flea-borne R. typhi with rat and opossum/cat-flea cycles; include reservoir hosts, vector layer optional/reviewed.",reviewed,include,Included in current default modelling scope after transmission-rule review.,master_50,50,Murine typhus,2,A,FALSE,Xenopsylla cheopis (rat flea); Rattus,yes,clover,rickettsia typhi,785,FALSE,FALSE,,default_clean
,Reoviridae,,,,,Bluetongue,,,,,,,,,,,,disease_level_review,Bluetongue,Bluetongue,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,"Best livestock addition. 19,467 records",vectored,host_group_generalist,complex,livestock_amplified_vector_borne,yes,yes,include_livestock_hosts,include_competent_vectors,host_and_vector,WOAH/MSD Vet Manual: BTV affects domestic/wild ruminants and is transmitted by competent Culicoides midges.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_52,52,Bluetongue,1,E,TRUE,Culicoides midges,yes,virion,orbivirus caerulinguae,3431240; 40051,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Lyssaviridae,,,,,Rabies,,,,,,,,,,,,disease_level_review,Rabies,Rabies,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,"3,788 records",non_vectored,host_group_generalist,mixed,direct_contact_or_bite,optional,no,include_reservoir_hosts_only,no_vector,reservoir_host,"WHO/UKHSA: saliva via bites/scratches; many mammals susceptible but maintenance reservoirs vary by rabies variant, so do not model all hosts.",needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,master_53,53,Rabies,1,B,FALSE,Multiple wildlife reservoirs,yes,virion,lyssavirus rabies,11292,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Poxviridae,,,,,Lumpy skin disease,,,,,,,,,,,,disease_level_review,Lumpy skin disease,Lumpy skin disease,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,"5,296 records. Partly trade-mediated",vectored,restricted,mixed,livestock_amplified_vector_borne,yes,optional,include_livestock_hosts,include_known_vectors_review,livestock_host,"WOAH LSD: cattle/water-buffalo disease; blood-feeding arthropods predominate but exact vectors unresolved, so livestock layer primary and vectors review.",needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,master_54,54,Lumpy skin disease,1,E,TRUE,Culicoides/mosquitoes,yes,virion,capripoxvirus lumpyskinpox,3427718; 59509,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Reoviridae,,,,,Epizootic haemorrhagic disease,,,,,,,,,,,,disease_level_review,Epizootic haemorrhagic disease,Epizootic haemorrhagic disease,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,383 records,vectored,host_group_generalist,complex,livestock_amplified_vector_borne,yes,yes,include_primary_amplifying_host_group,include_competent_vectors,host_and_vector,"WOAH/Pirbright: EHDV transmitted among ruminants by Culicoides; white-tailed deer severely affected, cattle can be infected.",reviewed,include,Included in current default modelling scope after transmission-rule review.,master_55,55,Epizootic haemorrhagic disease,1,E,FALSE,Culicoides; wild deer,yes,virion,orbivirus ruminantium,3431252; 40054,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Reoviridae,,,,,African horse sickness,,,,,,,,,,,,disease_level_review,African horse sickness,African horse sickness,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,237 records,vectored,restricted,complex,livestock_amplified_vector_borne,yes,yes,include_livestock_hosts,include_competent_vectors,host_and_vector,WOAH/Pirbright: non-contagious equid disease transmitted biologically by Culicoides spp.; not zoonotic.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_56,56,African horse sickness,1/2,E,FALSE,Culicoides midges,yes,virion,orbivirus alphaequi,40050,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
split_candidate,Rhabdoviridae,Low,Genus Vesiculovirus,Genus Vesiculovirus,Genus Vesiculovirus,Vesicular stomatitis,FALSE,TRUE,FALSE,TRUE,prototype,prototype,prototype,prototype,prototype,prototype,prototype,broad_genus,Vesicular stomatitis Indiana virus,VSIV,species,keep,clear_human_infection_and_vector_data,vector_associated_or_mixed,yes,yes,yes,yes,,"Clear zoonotic vesiculovirus with host, vector, and amplifier relevance.",Retained as a distinct analysis unit rather than folded into the broader vesiculovirus placeholder.,mixed_or_indirect,restricted,mixed,livestock_amplified_vector_borne,yes,optional,include_livestock_hosts,include_known_vectors_review,mixed,WOAH/MSD Vet Manual/APHIS: mainly horses/cattle; biting flies/midges and direct contact can transmit.,reviewed,defer_broad_or_aggregate_unit,Source pathogen Genus Vesiculovirus is a broad genus/subgenus scope that has been deferred in later role/modelling work; retain rules for audit only.,master_57,57,Vesicular stomatitis,1/2,E,FALSE,Sand flies/mosquitoes; wildlife,yes_existing_who,,,,FALSE,FALSE,,unmatched
,Trypanosoma,,,,,Trypanosomosis (tsetse),,,,,,,,,,,,disease_level_review,Trypanosomosis (tsetse),Trypanosomosis (tsetse),disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,9 EMPRES-i records. Livestock key host,vectored,host_group_generalist,complex,tsetse_borne_parasite,yes,yes,include_primary_amplifying_host_group,include_competent_vectors,host_and_vector,"WHO/WOAH: Trypanosoma transmitted cyclically by tsetse; reservoirs include humans, domestic and wild animals; aggregate needs species split.",needs_review,review_before_modelling,Analysis unit is still marked review; do not use as default modelling scope until resolved.,master_58,58,Trypanosomosis (tsetse),2/3,E,TRUE,Glossina (tsetse),review,,,,FALSE,FALSE,,manual_review
,Theileria,,,,,Theileriosis,,,,,,,,,,,,disease_level_review,Theileriosis,Theileriosis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Not in EMPRES-i. Check other sources,vectored,host_group_generalist,complex,tick_borne_pathogen,yes,yes,include_livestock_hosts,include_competent_vectors,host_and_vector,WOAH/MSD Vet Manual: tick-borne Theileria spp.; cattle/buffalo/yak hosts and vectors differ by species.,needs_review,review_before_modelling,Analysis unit is still marked review; do not use as default modelling scope until resolved.,master_59,59,Theileriosis,2,E,TRUE,Rhipicephalus/Hyalomma ticks,review,,,,FALSE,FALSE,,manual_review
,Francisella,,,,,Tularemia,,,,,,,,,,,,disease_level_review,Tularemia,Tularemia,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,mixed_or_indirect,generalist,mixed,mixed_vector_environmental_zoonosis,optional,optional,include_reservoir_hosts_only,include_known_vectors_review,mixed,"CDC tularemia: ticks/deer flies, animal contact, contaminated water and aerosols all matter; rabbits/hares/rodents are useful context, not sole limiter.",reviewed,include,Included in current default modelling scope after transmission-rule review.,master_60,60,Tularemia,1/2,E,FALSE,Ticks; lagomorphs/rodents,yes,clover,francisella tularensis,263,FALSE,FALSE,,default_clean
,Leishmania,,,,,Leishmaniasis,,,,,,,,,,,,disease_level_review,Leishmaniasis,Leishmaniasis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,vectored,host_group_generalist,complex,sandfly_borne_parasite,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,"WHO/ECDC: Leishmania transmitted by female phlebotomine sand flies; about 70 animal species can be sources, so species-level review needed.",needs_review,review_before_modelling,Analysis unit is still marked review; do not use as default modelling scope until resolved.,master_61,61,Leishmaniasis,1/2,E,FALSE,Sand flies (Phlebotomus/Lutzomyia),review,,,,FALSE,FALSE,,manual_review
,Coxiella,,,,,Q fever,,,,,,,,,,,,disease_level_review,Q fever,Q fever,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Livestock amplify environmental contamination,non_vectored,generalist,mixed,livestock_primary_non_vectored,yes,no,include_livestock_hosts,no_vector,livestock_host,CDC/WOAH Q fever: goats/sheep/cattle and contaminated aerosols are primary for humans; ticks may maintain animal cycles but no default vector SDM.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_62,62,Q fever,1/2,E,TRUE,Ticks; wildlife reservoir,yes,clover,coxiella burnetii,777,FALSE,FALSE,,default_clean
,Peribunyaviridae,,,,,Schmallenberg,,,,,,,,,,,,disease_level_review,Schmallenberg,Schmallenberg,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Recent European emergence,vectored,host_group_generalist,complex,livestock_amplified_vector_borne,yes,yes,include_livestock_hosts,include_competent_vectors,host_and_vector,WOAH/Merck/AHDB: ruminant disease transmitted by Culicoides biting midges with in-utero effects.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_63,63,Schmallenberg,1,E,TRUE,Culicoides midges,yes,virion,orthobunyavirus schmallenbergense,159141; 159150; 3052437,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Hantaviridae,,,,,Sin Nombre,,,,,,,,,,,,disease_level_review,Sin Nombre,Sin Nombre,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,23 Atlas points,non_vectored,specialist,simple,rodent_reservoir_direct_or_environmental,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,CDC/EID: deer mouse Peromyscus maniculatus reservoir; human infection via aerosolised rodent excreta; no vector.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_65,65,Sin Nombre,1/2,A,FALSE,Peromyscus maniculatus,yes,virion,orthohantavirus sinnombreense,3052499; 44755,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Hantaviridae,,,,,Andes,,,,,,,,,,,,disease_level_review,Andes,Andes,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,13 points,non_vectored,specialist,mixed,rodent_reservoir_direct_or_environmental,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,UKHSA/CDC EID: Andes hantavirus acquired from wild rodents/excreta; limited human-to-human transmission documented.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_66,66,Andes,2,A,FALSE,Oligoryzomys longicaudatus,yes,virion,orthohantavirus andesense,1980456,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Hantaviridae,,,,,Prospect Hill,,,,,,,,,,,,disease_level_review,Prospect Hill,Prospect Hill,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,6 points,non_vectored,specialist,simple,rodent_reservoir_direct_or_environmental,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,"PubMed/reviews: Prospect Hill virus isolated/serology in meadow voles; human-disease relevance is unclear, so review before modelling.",needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,master_67,67,Prospect Hill,2,A,FALSE,Microtus pennsylvanicus,yes,virion,orthohantavirus prospectense,3052492,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Hantaviridae,,,,,Lee/Seoul variants,,,,,,,,,,,,disease_level_review,Lee/Seoul variants,Lee/Seoul variants,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,9 points,non_vectored,restricted,simple,rodent_reservoir_direct_or_environmental,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,WHO/CDC: Seoul virus natural hosts are Norway and black rats; transmission via aerosolised urine/faeces/saliva; label aggregate needs review.,needs_review,review_before_modelling,Analysis unit is still marked review; do not use as default modelling scope until resolved.,master_68,68,Lee/Seoul variants,2,A,FALSE,Rattus/Apodemus,review,,,,FALSE,FALSE,,manual_review
,Hantaviridae,,,,,Bayou,,,,,,,,,,,,disease_level_review,Bayou,Bayou,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,3 points,non_vectored,specialist,simple,rodent_reservoir_direct_or_environmental,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,CDC EID: Bayou virus associated with rice rat Oryzomys palustris; human exposure through aerosolised rodent excreta.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_69,69,Bayou,3,A,FALSE,Oryzomys palustris,yes,virion,orthohantavirus bayoui,3052470,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Arenaviridae,,,,,Machupo,,,,,,,,,,,,disease_level_review,Machupo,Machupo,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,4 points,non_vectored,specialist,mixed,rodent_reservoir_direct_or_environmental,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,CDC EID/UKHSA: Machupo/Bolivian HF reservoir Calomys callosus; human exposure to infected native rodents.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_72,72,Machupo,2,A,FALSE,Calomys callosus,yes,virion,mammarenavirus machupoense,3052317,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Arenaviridae,,,,,Guanarito,,,,,,,,,,,,disease_level_review,Guanarito,Guanarito,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,2 points,non_vectored,restricted,simple,rodent_reservoir_direct_or_environmental,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,CDC EID: Guanarito virus detected mainly in short-tailed cane mice Zygodontomys brevicauda; rodent arenavirus cycle.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_73,73,Guanarito,3,A,FALSE,Zygodontomys brevicauda,yes,virion,mammarenavirus guanaritoense,3052307,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
