bridge_source,bridge_row_type,bridge_to_existing_who,analysis_unit_id,master_row,disease_master_name,resolved_disease_name_final,resolved_pathogen_name_final,resolved_pathogen_rank_final,include_status_final,active_master_analysis_unit,split_group,pathogen_aliases,pathogen_family_master,master_tier,master_guild,master_livestock_amplified,master_key_host_vector,in_master_who,in_master_gibb,in_master_empres_i,in_master_atlas,master_gbif_checked,master_notes,name_resolution_status,existing_lookup_name,match_field,row_type,family,pheic_risk,source_pathogen,source_previous_name,source_msl39_viral_name,source_disease_name,is_priority_pathogen,is_prototype_pathogen,in_gibb_etal,in_empres_i,priority_prototype_status,region_africa,region_americas,region_europe,region_mediterranean,region_se_asia,region_western_pacific,source_unit_scope,analysis_unit,analysis_unit_label,analysis_unit_rank,analysis_decision,decision_rule_trigger,transmission_context,human_infection_status,host_link_status,vector_data_status,amplifier_data_status,example_members,rationale,notes,resolution_source,resolution_notes,clover_matched_pathogen_names,virion_matched_pathogen_names,clover_matched_taxids,virion_matched_taxids,clover_matched_families,virion_matched_families,clover_matched_source_types,virion_matched_source_types,clover_best_match_type,virion_best_match_type,clover_match_status,virion_match_status,preferred_match_source,overall_match_status,preferred_source_match_status,match_review_flag,shared_species_proxy_flag,match_review_notes,host_query_include_default,host_query_bucket,host_query_source,host_query_pathogen_names,host_query_taxids
disease_master_list,master_manual_resolution,FALSE,master_32,32,Chagas (acute),Chagas disease,Trypanosoma cruzi,species,yes,TRUE,chagas_disease,,Trypanosoma,1,E,FALSE,Triatomine bugs,FALSE,TRUE,FALSE,FALSE,TRUE,"GBIF adds ~2,500 T. cruzi records",needs_pathogen_name_resolution,,,,Trypanosoma,,,,,Chagas (acute),,,,,,,,,,,,disease_level_review,Chagas (acute),Chagas (acute),disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,"GBIF adds ~2,500 T. cruzi records",manual_first_pass,,trypanosoma cruzi,,5693,,trypanosomatidae,,protozoa,,exact,,accepted_candidate,,clover,matched_or_candidate,preferred_source_matched,FALSE,FALSE,,TRUE,default_clean,clover,trypanosoma cruzi,5693
disease_master_list,master_manual_resolution,FALSE,master_33,33,Melioidosis,Melioidosis,Burkholderia pseudomallei,species,yes,TRUE,melioidosis,,Burkholderia,1,env,FALSE,Environmental (B. pseudomallei),FALSE,TRUE,FALSE,FALSE,FALSE,No animal reservoir,needs_pathogen_name_resolution,,,,Burkholderia,,,,,Melioidosis,,,,,,,,,,,,disease_level_review,Melioidosis,Melioidosis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,env,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,No animal reservoir,manual_first_pass,,burkholderia pseudomallei,,28450,,burkholderiaceae,,bacteria/rickettsia,,exact,,accepted_candidate,,clover,matched_or_candidate,preferred_source_matched,FALSE,FALSE,,TRUE,default_clean,clover,burkholderia pseudomallei,28450
disease_master_list,master_manual_resolution,FALSE,master_34,34,Brazilian spotted fever,Brazilian spotted fever,Rickettsia rickettsii,species,yes,TRUE,brazilian_spotted_fever,,Rickettsia,1,E,FALSE,Amblyomma ticks,FALSE,TRUE,FALSE,FALSE,FALSE,,needs_pathogen_name_resolution,,,,Rickettsia,,,,,Brazilian spotted fever,,,,,,,,,,,,disease_level_review,Brazilian spotted fever,Brazilian spotted fever,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,manual_first_pass,Most likely main analysis unit; review whether to include R. parkeri-like agents separately.,rickettsia rickettsii,,783,,rickettsiaceae,,bacteria/rickettsia,,exact,,accepted_candidate,,clover,matched_or_candidate,preferred_source_matched,FALSE,FALSE,,TRUE,default_clean,clover,rickettsia rickettsii,783
disease_master_list,master_manual_resolution,FALSE,master_35,35,La Crosse encephalitis,La Crosse encephalitis,La Crosse virus,species,yes,TRUE,la_crosse_encephalitis,Orthobunyavirus lacrosseense,Peribunyaviridae,1,E,FALSE,Aedes treehole mosquitoes,FALSE,TRUE,FALSE,TRUE,FALSE,,needs_pathogen_name_resolution,,,,Peribunyaviridae,,,,,La Crosse encephalitis,,,,,,,,,,,,disease_level_review,La Crosse encephalitis,La Crosse encephalitis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,manual_first_pass,Taxonomy/name may need canonical NCBI update.,,orthobunyavirus lacrosseense,,3052409,,peribunyaviridae,,virus,,manual_alias,,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,TRUE,default_clean,virion,orthobunyavirus lacrosseense,3052409
disease_master_list,master_manual_resolution,FALSE,master_36,36,Powassan,Powassan virus disease,Powassan virus,species,yes,TRUE,powassan_virus_disease,Orthoflavivirus powassanense,Flaviviridae,1,E,FALSE,Ixodes ticks,FALSE,TRUE,FALSE,TRUE,FALSE,,needs_pathogen_name_resolution,,,,Flaviviridae,,,,,Powassan,,,,,,,,,,,,disease_level_review,Powassan,Powassan,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,manual_first_pass,Consider whether deer tick virus lineage is handled separately or within Powassan virus.,powassan virus,orthoflavivirus powassanense,11083,11083; 3048287,flaviviridae,flaviviridae,virus,virus,exact,manual_alias,accepted_candidate,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,TRUE,default_clean,virion,orthoflavivirus powassanense,11083; 3048287
disease_master_list,master_manual_resolution,FALSE,master_37,37,EEE,Eastern equine encephalitis,Eastern equine encephalitis virus,species,yes,TRUE,eastern_equine_encephalitis,Alphavirus eastern,Togaviridae,1,E,TRUE,Mosquitoes; wild birds,FALSE,TRUE,TRUE,FALSE,FALSE,Equine amplification,needs_pathogen_name_resolution,,,,Togaviridae,,,,,EEE,,,,,,,,,,,,disease_level_review,EEE,EEE,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Equine amplification,manual_first_pass,,eastern equine encephalitis virus,eastern equine encephalitis virus,11021,11021,togaviridae,togaviridae,virus,virus,exact,exact,accepted_candidate,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,,TRUE,default_clean,virion,eastern equine encephalitis virus,11021
disease_master_list,master_manual_resolution,FALSE,master_38,38,WEE,Western equine encephalitis,Western equine encephalitis virus,species,yes,TRUE,western_equine_encephalitis,Alphavirus western,Togaviridae,1,E,TRUE,Mosquitoes; wild birds,FALSE,TRUE,TRUE,FALSE,FALSE,Equine amplification,needs_pathogen_name_resolution,,,,Togaviridae,,,,,WEE,,,,,,,,,,,,disease_level_review,WEE,WEE,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Equine amplification,manual_first_pass,,western equine encephalitis virus,western equine encephalitis virus,11039,11039,togaviridae,togaviridae,virus,virus,exact,exact,accepted_candidate,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,,TRUE,default_clean,virion,western equine encephalitis virus,11039
disease_master_list,master_manual_resolution,FALSE,master_39,39,Jamestown Canyon,Jamestown Canyon virus disease,Jamestown Canyon virus,species,yes,TRUE,jamestown_canyon_virus_disease,Orthobunyavirus jamestownense,Peribunyaviridae,1,E,FALSE,Mosquitoes; deer,FALSE,TRUE,FALSE,TRUE,FALSE,,needs_pathogen_name_resolution,,,,Peribunyaviridae,,,,,Jamestown Canyon,,,,,,,,,,,,disease_level_review,Jamestown Canyon,Jamestown Canyon,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,manual_first_pass,,,orthobunyavirus jamestownense,,3052402,,peribunyaviridae,,virus,,manual_alias,,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,TRUE,default_clean,virion,orthobunyavirus jamestownense,3052402
disease_master_list,master_manual_resolution,FALSE,master_40,40,St. Louis encephalitis,Saint Louis encephalitis,Saint Louis encephalitis virus,species,yes,TRUE,saint_louis_encephalitis,Orthoflavivirus louisense,Flaviviridae,1,E,FALSE,Culex; wild birds,FALSE,TRUE,FALSE,FALSE,FALSE,,needs_pathogen_name_resolution,,,,Flaviviridae,,,,,St. Louis encephalitis,,,,,,,,,,,,disease_level_review,St. Louis encephalitis,St. Louis encephalitis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,manual_first_pass,,saint louis encephalitis virus,orthoflavivirus louisense,11080,11080; 3052468,flaviviridae,flaviviridae,virus,virus,exact,manual_alias,accepted_candidate,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,TRUE,default_clean,virion,orthoflavivirus louisense,11080; 3052468
disease_master_list,master_manual_resolution,FALSE,master_41,41,Mayaro,Mayaro virus disease,Mayaro virus,species,yes,TRUE,mayaro_virus_disease,Alphavirus mayaro,Togaviridae,1,E,FALSE,Haemagogus mosquitoes; NHP,FALSE,TRUE,FALSE,FALSE,FALSE,,needs_pathogen_name_resolution,,,,Togaviridae,,,,,Mayaro,,,,,,,,,,,,disease_level_review,Mayaro,Mayaro,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,manual_first_pass,,mayaro virus,alphavirus mayaro,59301,3426306; 59301,togaviridae,togaviridae,virus,virus,exact,manual_alias,accepted_candidate,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,TRUE,default_clean,virion,alphavirus mayaro,3426306; 59301
disease_master_list,master_manual_resolution,FALSE,master_42,42,Zoonotic malaria (P. knowlesi),Zoonotic malaria,Plasmodium knowlesi,species,yes,TRUE,zoonotic_malaria_p_knowlesi,,Plasmodium,1,E,FALSE,Anopheles; macaque reservoir,FALSE,TRUE,FALSE,FALSE,FALSE,,needs_pathogen_name_resolution,,,,Plasmodium,,,,,Zoonotic malaria (P. knowlesi),,,,,,,,,,,,disease_level_review,Zoonotic malaria (P. knowlesi),Zoonotic malaria (P. knowlesi),disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,manual_first_pass,,plasmodium knowlesi,,5850,,plasmodiidae,,protozoa,,exact,,accepted_candidate,,clover,matched_or_candidate,preferred_source_matched,FALSE,FALSE,,TRUE,default_clean,clover,plasmodium knowlesi,5850
disease_master_list,master_manual_resolution,FALSE,master_43,43,Anthrax,Anthrax,Bacillus anthracis,species,yes,TRUE,anthrax,,Bacillus,1,B/env,TRUE,Soil spores; wildlife cycle,FALSE,TRUE,TRUE,FALSE,FALSE,Livestock amplify outbreaks,needs_pathogen_name_resolution,,,,Bacillus,,,,,Anthrax,,,,,,,,,,,,disease_level_review,Anthrax,Anthrax,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B/env,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Livestock amplify outbreaks,manual_first_pass,,bacillus anthracis,,1392,,bacillaceae,,bacteria/rickettsia,,exact,,accepted_candidate,,clover,matched_or_candidate,preferred_source_matched,FALSE,FALSE,,TRUE,default_clean,clover,bacillus anthracis,1392
disease_master_list,master_manual_resolution,FALSE,master_45,45,O'nyong-nyong,O'nyong-nyong fever,O'nyong-nyong virus,species,yes,TRUE,onyong_nyong,Onyong-nyong virus,Togaviridae,2,E,FALSE,Anopheles funestus/gambiae,FALSE,FALSE,FALSE,FALSE,FALSE,Only alphavirus using malaria vectors. Pezzi et al. 2019,needs_pathogen_name_resolution,,,,Togaviridae,,,,,O'nyong-nyong,,,,,,,,,,,,disease_level_review,O'nyong-nyong,O'nyong-nyong,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Only alphavirus using malaria vectors. Pezzi et al. 2019,manual_first_pass,,,onyong-nyong virus,,2169701,,togaviridae,,virus,,manual_alias,,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,Local VIRION spelling omits the apostrophe.,TRUE,default_clean,virion,onyong-nyong virus,2169701
disease_master_list,master_manual_resolution,FALSE,master_46,46,Scrub typhus,Scrub typhus,Orientia tsutsugamushi,species,yes,TRUE,scrub_typhus,,Orientia,1?,E,FALSE,Leptotrombidium mites (chiggers),FALSE,FALSE,FALSE,FALSE,FALSE,VectorMap data. ~1M cases/yr. Unique vector type,needs_pathogen_name_resolution,,,,Orientia,,,,,Scrub typhus,,,,,,,,,,,,disease_level_review,Scrub typhus,Scrub typhus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,VectorMap data. ~1M cases/yr. Unique vector type,manual_first_pass,Review whether scrub typhus group should include additional Orientia species.,orientia tsutsugamushi,,784,,rickettsiaceae,,bacteria/rickettsia,,exact,,accepted_candidate,,clover,matched_or_candidate,preferred_source_matched,FALSE,FALSE,,TRUE,default_clean,clover,orientia tsutsugamushi,784
disease_master_list,master_manual_resolution,FALSE,master_47,47,Ross River virus,Ross River virus disease,Ross River virus,species,yes,TRUE,ross_river_virus,Alphavirus rossriver,Togaviridae,2,E,FALSE,Aedes/Culex; macropod reservoir,FALSE,FALSE,FALSE,FALSE,FALSE,Australian. ~5000 cases/yr,needs_pathogen_name_resolution,,,,Togaviridae,,,,,Ross River virus,,,,,,,,,,,,disease_level_review,Ross River virus,Ross River virus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Australian. ~5000 cases/yr,manual_first_pass,,ross river virus,alphavirus rossriver,11029,11029; 3426314,togaviridae,togaviridae,virus,virus,exact,manual_alias,accepted_candidate,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,TRUE,default_clean,virion,alphavirus rossriver,11029; 3426314
disease_master_list,master_manual_resolution,FALSE,master_48,48,Barmah Forest virus,Barmah Forest virus disease,Barmah Forest virus,species,yes,TRUE,barmah_forest_virus,Alphavirus barmah,Togaviridae,2,E,FALSE,Aedes/Culex,FALSE,FALSE,FALSE,FALSE,FALSE,Australian companion to Ross River,needs_pathogen_name_resolution,,,,Togaviridae,,,,,Barmah Forest virus,,,,,,,,,,,,disease_level_review,Barmah Forest virus,Barmah Forest virus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Australian companion to Ross River,manual_first_pass,,barmah forest virus,alphavirus barmah,11020,11020; 3426294,togaviridae,togaviridae,virus,virus,exact,manual_alias,accepted_candidate,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,TRUE,default_clean,virion,alphavirus barmah,11020; 3426294
disease_master_list,master_manual_resolution,FALSE,master_49,49,Bartonellosis,Bartonellosis,Bartonella bacilliformis,species,yes,TRUE,bartonellosis,,Bartonella,2,E,FALSE,Lutzomyia sand flies,FALSE,FALSE,FALSE,FALSE,FALSE,Peru/Ecuador/Colombia,needs_pathogen_name_resolution,,,,Bartonella,,,,,Bartonellosis,,,,,,,,,,,,disease_level_review,Bartonellosis,Bartonellosis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Peru/Ecuador/Colombia,manual_first_pass,Assumes Carrion's disease/Oroya fever context because sand fly vector is listed; review if broader Bartonella intended.,bartonella bacilliformis,,774,,bartonellaceae,,bacteria/rickettsia,,exact,,accepted_candidate,,clover,matched_or_candidate,preferred_source_matched,FALSE,FALSE,,TRUE,default_clean,clover,bartonella bacilliformis,774
disease_master_list,master_manual_resolution,FALSE,master_50,50,Murine typhus,Murine typhus,Rickettsia typhi,species,yes,TRUE,murine_typhus,,Rickettsia,2,A,FALSE,Xenopsylla cheopis (rat flea); Rattus,FALSE,FALSE,FALSE,FALSE,FALSE,Flea-vectored. Cosmopolitan Rattus host,needs_pathogen_name_resolution,,,,Rickettsia,,,,,Murine typhus,,,,,,,,,,,,disease_level_review,Murine typhus,Murine typhus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Flea-vectored. Cosmopolitan Rattus host,manual_first_pass,,rickettsia typhi,,785,,rickettsiaceae,,bacteria/rickettsia,,exact,,accepted_candidate,,clover,matched_or_candidate,preferred_source_matched,FALSE,FALSE,,TRUE,default_clean,clover,rickettsia typhi,785
disease_master_list,master_manual_resolution,FALSE,master_52,52,Bluetongue,Bluetongue,Bluetongue virus,species,yes,TRUE,bluetongue,Orbivirus caerulinguae,Reoviridae,1,E,TRUE,Culicoides midges,FALSE,FALSE,TRUE,FALSE,FALSE,"Best livestock addition. 19,467 records",needs_pathogen_name_resolution,,,,Reoviridae,,,,,Bluetongue,,,,,,,,,,,,disease_level_review,Bluetongue,Bluetongue,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,"Best livestock addition. 19,467 records",manual_first_pass,Serotypes likely collapse under one analysis unit unless later split is needed.,bluetongue virus,orbivirus caerulinguae,40051,3431240; 40051,reoviridae,sedoreoviridae,virus,virus,exact,manual_alias,accepted_candidate,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,TRUE,default_clean,virion,orbivirus caerulinguae,3431240; 40051
disease_master_list,master_manual_resolution,FALSE,master_53,53,Rabies,Rabies,Rabies lyssavirus,species,yes,TRUE,rabies,Lyssavirus rabies,Lyssaviridae,1,B,FALSE,Multiple wildlife reservoirs,FALSE,FALSE,TRUE,FALSE,FALSE,"3,788 records",needs_pathogen_name_resolution,,,,Lyssaviridae,,,,,Rabies,,,,,,,,,,,,disease_level_review,Rabies,Rabies,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,"3,788 records",manual_first_pass,May need alias to Rabies virus depending on source table.,rabies lyssavirus,lyssavirus rabies,11292,11292,rhabdoviridae,rhabdoviridae,virus,virus,exact,manual_alias,accepted_candidate,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,TRUE,default_clean,virion,lyssavirus rabies,11292
disease_master_list,master_manual_resolution,FALSE,master_54,54,Lumpy skin disease,Lumpy skin disease,Lumpy skin disease virus,species,yes,TRUE,lumpy_skin_disease,Capripoxvirus lumpyskinpox,Poxviridae,1,E,TRUE,Culicoides/mosquitoes,FALSE,FALSE,TRUE,FALSE,FALSE,"5,296 records. Partly trade-mediated",needs_pathogen_name_resolution,,,,Poxviridae,,,,,Lumpy skin disease,,,,,,,,,,,,disease_level_review,Lumpy skin disease,Lumpy skin disease,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,"5,296 records. Partly trade-mediated",manual_first_pass,,lumpy skin disease virus,capripoxvirus lumpyskinpox,59509,3427718; 59509,poxviridae,poxviridae,virus,virus,exact,manual_alias,accepted_candidate,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,TRUE,default_clean,virion,capripoxvirus lumpyskinpox,3427718; 59509
disease_master_list,master_manual_resolution,FALSE,master_55,55,Epizootic haemorrhagic disease,Epizootic haemorrhagic disease,Epizootic hemorrhagic disease virus,species,yes,TRUE,epizootic_haemorrhagic_disease,Orbivirus ruminantium,Reoviridae,1,E,FALSE,Culicoides; wild deer,FALSE,FALSE,TRUE,FALSE,FALSE,383 records,needs_pathogen_name_resolution,,,,Reoviridae,,,,,Epizootic haemorrhagic disease,,,,,,,,,,,,disease_level_review,Epizootic haemorrhagic disease,Epizootic haemorrhagic disease,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,383 records,manual_first_pass,Spelling variants haemorrhagic/hemorrhagic should be aliases.,epizootic hemorrhagic disease virus,orbivirus ruminantium,40054,3431252; 40054,reoviridae,sedoreoviridae,virus,virus,exact,manual_alias,accepted_candidate,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,TRUE,default_clean,virion,orbivirus ruminantium,3431252; 40054
disease_master_list,master_manual_resolution,FALSE,master_56,56,African horse sickness,African horse sickness,African horse sickness virus,species,yes,TRUE,african_horse_sickness,Orbivirus alphaequi,Reoviridae,1/2,E,FALSE,Culicoides midges,FALSE,FALSE,TRUE,FALSE,FALSE,237 records,needs_pathogen_name_resolution,,,,Reoviridae,,,,,African horse sickness,,,,,,,,,,,,disease_level_review,African horse sickness,African horse sickness,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,237 records,manual_first_pass,,african horse sickness virus,orbivirus alphaequi,40050,40050,reoviridae,sedoreoviridae,virus,virus,exact,manual_alias,accepted_candidate,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,TRUE,default_clean,virion,orbivirus alphaequi,40050
disease_master_list,master_and_who_existing_resolution,TRUE,master_57,57,Vesicular stomatitis,Vesicular stomatitis,Vesicular stomatitis Indiana virus,species,yes_existing_who,,,,Rhabdoviridae,1/2,E,FALSE,Sand flies/mosquitoes; wildlife,FALSE,FALSE,TRUE,FALSE,FALSE,"891 records, 6 countries",matched_existing_unit_by_exact_key,,source_disease_name,split_candidate,Rhabdoviridae,Low,Genus Vesiculovirus,Genus Vesiculovirus,Genus Vesiculovirus,Vesicular stomatitis,FALSE,TRUE,FALSE,TRUE,prototype,prototype,prototype,prototype,prototype,prototype,prototype,broad_genus,Vesicular stomatitis Indiana virus,VSIV,species,keep,clear_human_infection_and_vector_data,vector_associated_or_mixed,yes,yes,yes,yes,,"Clear zoonotic vesiculovirus with host, vector, and amplifier relevance.",Retained as a distinct analysis unit rather than folded into the broader vesiculovirus placeholder.,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_manual_resolution,FALSE,master_58,58,Trypanosomosis (tsetse),African trypanosomiasis,Trypanosoma brucei species complex,species_complex,review,FALSE,african_trypanosomiasis_tsetse,Trypanosoma brucei,Trypanosoma,2/3,E,TRUE,Glossina (tsetse),FALSE,FALSE,TRUE,FALSE,FALSE,9 EMPRES-i records. Livestock key host,needs_pathogen_name_resolution,,,,Trypanosoma,,,,,Trypanosomosis (tsetse),,,,,,,,,,,,disease_level_review,Trypanosomosis (tsetse),Trypanosomosis (tsetse),disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,9 EMPRES-i records. Livestock key host,manual_first_pass,Broad disease label could mean human African trypanosomiasis and/or animal African trypanosomosis; review scope and species split.,,,,,,,,,,,,,,,,,,,FALSE,manual_review,,,
disease_master_list,master_manual_resolution,FALSE,master_59,59,Theileriosis,Theileriosis,Theileria,disease_group,review,FALSE,theileriosis,,Theileria,2,E,TRUE,Rhipicephalus/Hyalomma ticks,FALSE,FALSE,FALSE,FALSE,FALSE,Not in EMPRES-i. Check other sources,needs_pathogen_name_resolution,,,,Theileria,,,,,Theileriosis,,,,,,,,,,,,disease_level_review,Theileriosis,Theileriosis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Not in EMPRES-i. Check other sources,manual_first_pass,Broad livestock disease group; likely needs species split depending on intended host/outbreak scope.,,,,,,,,,,,,,,,,,,,FALSE,manual_review,,,
disease_master_list,master_manual_resolution,FALSE,master_60,60,Tularemia,Tularemia,Francisella tularensis,species,yes,TRUE,tularemia,,Francisella,1/2,E,FALSE,Ticks; lagomorphs/rodents,FALSE,FALSE,TRUE,TRUE,FALSE,,needs_pathogen_name_resolution,,,,Francisella,,,,,Tularemia,,,,,,,,,,,,disease_level_review,Tularemia,Tularemia,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,manual_first_pass,,francisella tularensis,,263,,francisellaceae,,bacteria/rickettsia,,exact,,accepted_candidate,,clover,matched_or_candidate,preferred_source_matched,FALSE,FALSE,,TRUE,default_clean,clover,francisella tularensis,263
disease_master_list,master_manual_resolution,FALSE,master_61,61,Leishmaniasis,Leishmaniasis,Leishmania,genus,review,FALSE,leishmaniasis_genus,,Leishmania,1/2,E,FALSE,Sand flies (Phlebotomus/Lutzomyia),FALSE,FALSE,TRUE,TRUE,FALSE,,needs_pathogen_name_resolution,,,,Leishmania,,,,,Leishmaniasis,,,,,,,,,,,,disease_level_review,Leishmaniasis,Leishmaniasis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,manual_first_pass,Broad disease group; likely needs split into visceral/cutaneous or main species complexes if host/vector retrieval is too broad.,,,,,,,,,,,,,,,,,,,FALSE,manual_review,,,
disease_master_list,master_manual_resolution,FALSE,master_62,62,Q fever,Q fever,Coxiella burnetii,species,yes,TRUE,q_fever,,Coxiella,1/2,E,TRUE,Ticks; wildlife reservoir,FALSE,FALSE,TRUE,FALSE,FALSE,Livestock amplify environmental contamination,needs_pathogen_name_resolution,,,,Coxiella,,,,,Q fever,,,,,,,,,,,,disease_level_review,Q fever,Q fever,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Livestock amplify environmental contamination,manual_first_pass,,coxiella burnetii,,777,,coxiellaceae,,bacteria/rickettsia,,exact,,accepted_candidate,,clover,matched_or_candidate,preferred_source_matched,FALSE,FALSE,,TRUE,default_clean,clover,coxiella burnetii,777
